,sex,age,race,c_charge_degree,priors_count,is_recid
1931,Male,29,African-American,M,10,neg
1932,Male,40,African-American,F,0,pos
1933,Male,36,African-American,F,2,pos
1934,Male,26,African-American,F,8,neg
1935,Male,25,African-American,F,1,neg
1936,Male,69,Caucasian,M,0,pos
1937,Male,27,African-American,F,1,pos
1938,Male,20,Caucasian,F,0,neg
1939,Male,27,African-American,F,1,pos
1940,Female,24,African-American,M,6,pos
1941,Male,42,Caucasian,F,0,pos
1942,Male,25,Caucasian,F,1,pos
1943,Male,46,Caucasian,F,1,neg
1944,Male,25,African-American,F,0,pos
1945,Male,22,African-American,F,0,pos
1946,Male,21,Caucasian,F,0,pos
1947,Male,30,African-American,M,1,pos
1948,Male,46,Caucasian,M,9,pos
1949,Male,26,African-American,M,2,pos
1950,Male,33,African-American,F,0,neg
1951,Male,40,African-American,M,1,pos
1952,Male,34,Caucasian,F,0,pos
1953,Male,22,Caucasian,F,1,neg
1954,Male,28,Hispanic,M,3,pos
1955,Male,31,African-American,M,4,neg
1956,Male,59,Caucasian,M,3,neg
1957,Male,37,Native American,F,0,pos
1958,Male,50,African-American,F,0,pos
1959,Female,21,Other,F,2,neg
1960,Male,57,African-American,F,8,neg
1961,Male,31,African-American,M,5,neg
1962,Female,51,African-American,M,1,pos
1963,Male,44,African-American,F,9,pos
1964,Male,48,African-American,F,5,neg
1965,Female,25,Caucasian,F,0,pos
1966,Male,51,African-American,M,5,pos
1967,Male,50,Caucasian,F,0,neg
1968,Male,57,Caucasian,F,2,pos
1969,Male,55,Caucasian,M,0,pos
1970,Male,59,African-American,F,4,neg
1971,Female,42,African-American,F,0,pos
1972,Male,20,Hispanic,F,2,neg
1973,Male,58,African-American,F,16,neg
1974,Male,21,Other,F,0,pos
1975,Male,32,African-American,F,21,neg
1976,Female,24,Hispanic,M,0,pos
1977,Male,42,African-American,F,1,pos
1978,Male,29,African-American,F,8,neg
1979,Male,21,African-American,F,1,pos
1980,Male,31,Caucasian,M,1,neg
1981,Male,56,Hispanic,M,8,pos
1982,Male,58,Caucasian,M,0,pos
1983,Male,22,African-American,F,1,neg
1984,Male,46,Caucasian,M,1,neg
1985,Male,50,Caucasian,M,0,neg
1986,Male,46,African-American,F,2,pos
1987,Female,44,African-American,F,11,neg
1988,Male,35,African-American,M,4,pos
1989,Male,30,African-American,F,14,neg
1990,Male,42,African-American,F,2,pos
1991,Male,46,African-American,F,5,neg
1992,Male,42,African-American,F,0,neg
1993,Male,37,African-American,F,12,pos
1994,Male,29,Caucasian,F,7,neg
1995,Male,32,African-American,F,8,pos
1996,Male,31,Other,F,5,neg
1997,Female,33,African-American,M,1,pos
1998,Male,25,Caucasian,F,4,pos
1999,Female,33,African-American,M,0,pos
2000,Male,21,Hispanic,F,1,pos
2001,Female,64,Caucasian,M,7,pos
2002,Male,35,Caucasian,F,1,neg
2003,Male,56,African-American,F,1,pos
2004,Male,38,Caucasian,M,0,neg
2005,Female,40,African-American,M,4,pos
2006,Male,34,African-American,F,3,pos
2007,Male,28,African-American,F,4,pos
2008,Male,51,African-American,M,0,pos
2009,Male,35,African-American,M,2,pos
2010,Male,61,African-American,F,5,pos
2011,Male,25,African-American,F,0,pos
2012,Male,25,African-American,F,4,neg
2013,Male,26,African-American,M,0,neg
2014,Male,42,Caucasian,M,1,pos
2015,Female,25,African-American,F,1,pos
2016,Male,26,African-American,M,13,neg
2017,Male,31,African-American,F,9,pos
2018,Male,35,Caucasian,F,1,pos
2019,Female,41,African-American,F,4,neg
2020,Male,34,Caucasian,F,0,pos
2021,Male,46,Caucasian,M,5,pos
2022,Female,33,Caucasian,M,1,pos
2023,Male,30,African-American,F,3,neg
2024,Female,50,African-American,M,7,pos
2025,Male,21,African-American,F,0,pos
2026,Male,31,Hispanic,F,16,neg
2027,Male,31,African-American,F,2,neg
2028,Female,23,African-American,M,0,pos
2029,Male,25,African-American,F,1,pos
2030,Female,24,Caucasian,F,1,pos
2031,Male,31,African-American,M,13,neg
2032,Male,60,African-American,F,0,neg
2033,Male,30,African-American,F,2,pos
2034,Female,32,Other,M,0,pos
2035,Male,46,Caucasian,M,0,pos
2036,Male,21,Caucasian,M,0,neg
2037,Male,28,African-American,M,6,pos
2038,Male,35,African-American,F,0,neg
2039,Male,34,Hispanic,F,2,neg
2040,Male,41,Asian,F,2,neg
2041,Female,40,African-American,M,7,pos
2042,Male,23,African-American,F,1,neg
2043,Male,23,African-American,F,3,neg
2044,Male,28,African-American,M,2,neg
2045,Male,21,Hispanic,F,0,neg
2046,Male,46,Caucasian,M,2,neg
2047,Male,56,African-American,F,1,pos
2048,Male,41,African-American,F,19,neg
2049,Male,40,Hispanic,F,8,neg
2050,Male,30,Hispanic,F,5,neg
2051,Male,24,African-American,M,1,neg
2052,Male,25,African-American,F,7,pos
2053,Female,33,Caucasian,M,0,pos
2054,Male,48,Caucasian,M,2,neg
2055,Male,33,African-American,F,11,neg
2056,Male,25,Hispanic,F,0,pos
2057,Male,25,Caucasian,F,6,neg
2058,Male,58,African-American,F,38,neg
2059,Male,30,African-American,F,7,neg
2060,Male,37,Hispanic,F,0,neg
2061,Female,43,Caucasian,F,7,pos
2062,Male,32,Caucasian,F,0,pos
2063,Male,33,Other,F,3,pos
2064,Male,39,Other,F,4,neg
2065,Male,49,Caucasian,F,4,pos
2066,Male,24,Caucasian,F,0,pos
2067,Male,26,African-American,F,1,pos
2068,Male,42,Caucasian,F,0,pos
2069,Male,22,African-American,F,1,neg
2070,Male,36,Hispanic,F,0,pos
2071,Male,29,Caucasian,M,7,neg
2072,Male,39,Caucasian,M,0,pos
2073,Male,27,African-American,F,13,neg
2074,Male,38,Caucasian,F,2,neg
2075,Male,20,Caucasian,F,0,neg
2076,Male,25,African-American,F,4,neg
2077,Male,53,Caucasian,M,0,pos
2078,Female,27,African-American,M,0,neg
2079,Male,21,Other,F,0,neg
2080,Male,50,Caucasian,M,1,neg
2081,Male,41,African-American,F,4,pos
2082,Male,34,African-American,F,4,neg
2083,Male,22,Caucasian,F,5,neg
2084,Male,22,Caucasian,F,0,neg
2085,Male,25,African-American,F,2,pos
2086,Male,42,African-American,F,1,neg
2087,Female,27,Caucasian,F,2,pos
2088,Male,51,Other,F,2,pos
2089,Male,33,African-American,F,23,neg
2090,Male,24,African-American,F,0,pos
2091,Male,37,African-American,F,4,pos
2092,Male,37,Caucasian,M,0,pos
2093,Female,27,Other,M,0,pos
2094,Male,21,Other,F,0,pos
2095,Male,35,African-American,F,1,neg
2096,Female,24,Caucasian,F,0,pos
2097,Male,21,Other,F,1,pos
2098,Male,49,Caucasian,M,2,pos
2099,Male,38,African-American,F,9,pos
2100,Male,61,Other,M,0,pos
2101,Female,30,African-American,M,0,pos
2102,Male,22,African-American,F,3,neg
2103,Male,25,African-American,F,0,neg
2104,Female,30,Hispanic,M,3,neg
2105,Male,52,Caucasian,M,0,pos
2106,Male,26,Caucasian,F,0,pos
2107,Male,26,Other,M,0,pos
2108,Male,29,African-American,F,6,pos
2109,Male,45,Caucasian,F,9,neg
2110,Male,20,African-American,F,0,neg
2111,Male,29,African-American,F,4,neg
2112,Male,43,Caucasian,F,1,neg
2113,Male,26,Caucasian,F,2,pos
2114,Female,46,African-American,F,4,pos
2115,Female,46,African-American,F,0,pos
2116,Male,39,Caucasian,F,8,pos
2117,Male,29,African-American,F,12,neg
2118,Male,41,Caucasian,M,0,pos
2119,Male,29,African-American,F,11,neg
2120,Female,25,African-American,F,5,pos
2121,Male,23,African-American,F,2,pos
2122,Female,46,African-American,F,1,neg
2123,Male,30,Caucasian,M,0,pos
2124,Male,34,Caucasian,F,1,pos
2125,Male,70,Caucasian,F,11,neg
2126,Male,52,Caucasian,F,2,pos
2127,Male,51,African-American,M,4,neg
2128,Female,45,Native American,F,15,neg
2129,Male,55,African-American,F,21,neg
2130,Female,49,Caucasian,F,1,pos
2131,Female,26,African-American,M,9,neg
2132,Female,47,Caucasian,F,0,pos
2133,Male,27,African-American,M,0,pos
2134,Male,25,Caucasian,M,5,neg
2135,Male,21,African-American,F,1,neg
2136,Male,37,African-American,F,26,neg
2137,Male,21,African-American,F,1,neg
2138,Male,21,African-American,F,0,pos
2139,Male,25,African-American,F,4,neg
2140,Female,27,African-American,F,3,neg
2141,Male,30,Caucasian,F,3,neg
2142,Male,70,Caucasian,M,0,pos
2143,Male,37,Caucasian,F,11,neg
2144,Male,46,African-American,F,5,neg
2145,Male,40,Other,M,4,neg
2146,Male,20,African-American,F,1,neg
2147,Male,43,African-American,F,18,neg
2148,Male,38,African-American,F,15,pos
2149,Male,29,African-American,F,0,pos
2150,Male,37,African-American,M,8,neg
2151,Male,38,Hispanic,F,3,pos
2152,Female,27,Caucasian,F,0,pos
2153,Female,20,Other,M,0,neg
2154,Male,44,Hispanic,M,0,pos
2155,Male,31,Caucasian,M,6,pos
2156,Male,29,African-American,F,3,neg
2157,Male,48,Caucasian,F,13,neg
2158,Female,30,African-American,M,0,pos
2159,Female,25,Caucasian,F,2,neg
2160,Male,40,African-American,F,3,pos
2161,Female,49,Caucasian,F,3,neg
2162,Male,33,Caucasian,M,1,pos
2163,Male,26,Caucasian,F,5,neg
2164,Male,31,Hispanic,M,1,pos
2165,Male,61,Caucasian,M,1,pos
2166,Male,30,Caucasian,F,2,pos
2167,Male,62,Caucasian,M,0,pos
2168,Female,27,Caucasian,M,4,neg
2169,Male,48,Caucasian,F,9,pos
2170,Female,40,Caucasian,F,0,pos
2171,Male,24,Caucasian,F,0,pos
2172,Male,22,African-American,F,0,neg
2173,Male,30,African-American,M,4,neg
2174,Male,63,Caucasian,M,0,pos
2175,Male,46,Hispanic,M,0,pos
2176,Male,33,African-American,F,4,pos
2177,Female,21,African-American,F,1,neg
2178,Male,43,Caucasian,M,0,neg
2179,Male,26,African-American,F,3,neg
2180,Male,51,African-American,F,1,pos
2181,Male,39,Caucasian,F,3,neg
2182,Female,30,Hispanic,M,0,neg
2183,Male,32,African-American,F,14,neg
2184,Male,22,African-American,M,0,pos
2185,Male,59,Caucasian,F,0,pos
2186,Male,38,African-American,M,37,neg
2187,Male,23,African-American,F,2,pos
2188,Male,42,African-American,M,0,neg
2189,Male,20,African-American,F,1,neg
2190,Male,38,African-American,F,2,neg
2191,Female,34,Caucasian,F,2,pos
2192,Female,36,African-American,F,7,neg
2193,Male,35,Caucasian,F,7,neg
2194,Male,36,African-American,M,0,neg
2195,Male,31,African-American,F,1,pos
2196,Female,28,African-American,F,3,neg
2197,Male,28,African-American,F,1,neg
2198,Male,60,Caucasian,F,3,pos
2199,Male,43,African-American,F,0,pos
2200,Male,40,African-American,F,1,pos
2201,Male,31,African-American,F,15,neg
2202,Male,54,African-American,F,6,neg
2203,Male,26,African-American,F,1,pos
2204,Male,24,African-American,F,17,neg
2205,Male,41,Hispanic,F,0,neg
2206,Male,21,African-American,F,1,neg
2207,Female,29,Hispanic,F,1,neg
2208,Male,22,African-American,F,0,pos
2209,Male,52,Hispanic,F,9,neg
2210,Female,40,Other,F,0,pos
2211,Female,37,Caucasian,F,0,pos
2212,Male,21,Other,F,1,pos
2213,Female,45,African-American,F,1,pos
2214,Male,29,African-American,M,1,neg
2215,Male,46,African-American,F,10,neg
2216,Male,21,Caucasian,F,1,pos
2217,Male,50,African-American,M,7,pos
2218,Male,35,Caucasian,F,6,neg
2219,Male,52,African-American,M,1,neg
2220,Male,48,Caucasian,M,0,pos
2221,Female,29,African-American,M,9,neg
2222,Male,48,Caucasian,M,0,pos
2223,Male,31,African-American,F,10,neg
2224,Male,21,Caucasian,F,3,neg
2225,Male,32,Other,F,0,neg
2226,Male,47,African-American,M,0,pos
2227,Male,62,African-American,M,1,pos
2228,Male,21,African-American,F,3,neg
2229,Male,35,African-American,F,13,pos
2230,Male,46,African-American,M,3,neg
2231,Male,34,African-American,F,5,neg
2232,Male,52,African-American,F,2,pos
2233,Female,39,African-American,F,7,pos
2234,Male,21,Caucasian,M,0,neg
2235,Male,53,Caucasian,M,1,pos
2236,Female,19,Caucasian,F,0,neg
2237,Male,22,African-American,M,0,pos
2238,Male,45,African-American,F,1,pos
2239,Female,27,Caucasian,F,0,pos
2240,Male,25,Caucasian,M,0,pos
2241,Male,30,Caucasian,F,0,neg
2242,Male,31,African-American,F,2,neg
2243,Male,28,Caucasian,F,3,pos
2244,Male,36,African-American,M,3,neg
2245,Male,27,African-American,F,7,neg
2246,Male,42,African-American,F,1,pos
2247,Male,35,Caucasian,F,0,neg
2248,Female,33,Caucasian,F,2,pos
2249,Male,24,Hispanic,F,6,neg
2250,Male,25,African-American,F,21,neg
2251,Female,42,Caucasian,M,0,pos
2252,Male,21,African-American,F,0,neg
2253,Female,28,African-American,M,0,pos
2254,Male,27,African-American,F,25,neg
2255,Female,21,Caucasian,F,0,pos
2256,Male,26,Caucasian,M,0,neg
2257,Male,36,Caucasian,F,0,pos
2258,Male,23,African-American,M,1,neg
2259,Male,49,Caucasian,F,0,neg
2260,Male,29,African-American,F,11,neg
2261,Male,44,Caucasian,F,0,neg
2262,Male,28,Caucasian,M,1,pos
2263,Male,27,African-American,M,2,neg
2264,Female,35,African-American,F,12,neg
2265,Male,36,African-American,M,19,neg
2266,Male,46,Caucasian,M,2,pos
2267,Male,34,African-American,F,3,pos
2268,Male,45,African-American,F,15,neg
2269,Male,28,African-American,F,9,neg
2270,Female,25,African-American,F,1,pos
2271,Male,21,African-American,M,1,neg
2272,Male,48,African-American,F,1,pos
2273,Male,37,Caucasian,M,1,pos
2274,Male,24,African-American,F,3,neg
2275,Male,37,Caucasian,M,1,neg
2276,Male,39,Caucasian,F,1,pos
2277,Male,24,Caucasian,F,1,neg
2278,Male,49,Other,F,2,pos
2279,Male,35,African-American,F,3,neg
2280,Male,23,African-American,F,1,neg
2281,Male,36,Caucasian,F,4,neg
2282,Male,43,Caucasian,F,5,pos
2283,Male,28,African-American,M,6,neg
2284,Female,21,African-American,F,4,neg
2285,Male,53,African-American,M,1,pos
2286,Female,27,African-American,M,2,neg
2287,Male,39,Caucasian,M,0,pos
2288,Male,47,African-American,F,22,neg
2289,Male,28,African-American,F,4,neg
2290,Male,49,Caucasian,F,7,pos
2291,Male,36,Caucasian,F,2,pos
2292,Female,24,African-American,F,1,pos
2293,Male,35,Hispanic,M,0,pos
2294,Male,23,African-American,F,3,pos
2295,Male,26,African-American,F,2,pos
2296,Male,31,African-American,F,7,neg
2297,Female,30,African-American,F,14,neg
2298,Male,25,Caucasian,M,2,pos
2299,Male,24,African-American,F,6,neg
2300,Male,34,Hispanic,F,1,neg
2301,Male,26,African-American,M,2,pos
2302,Male,26,African-American,M,7,pos
2303,Male,60,Hispanic,F,0,pos
2304,Female,20,African-American,F,0,pos
2305,Male,36,Caucasian,M,10,neg
2306,Male,23,Caucasian,F,0,pos
2307,Male,26,African-American,F,5,neg
2308,Male,40,Caucasian,M,4,pos
2309,Male,28,Other,F,1,neg
2310,Male,49,Hispanic,F,1,neg
2311,Male,46,African-American,F,8,neg
2312,Male,19,African-American,F,1,neg
2313,Male,53,Caucasian,F,1,pos
2314,Male,56,Caucasian,F,5,pos
2315,Female,24,African-American,F,0,pos
2316,Male,31,Hispanic,F,0,pos
2317,Female,33,Caucasian,F,2,pos
2318,Male,26,Caucasian,F,8,neg
2319,Male,56,Caucasian,M,1,pos
2320,Male,32,Caucasian,F,2,pos
2321,Male,25,Caucasian,F,0,neg
2322,Male,21,African-American,F,1,pos
2323,Male,38,African-American,F,3,pos
2324,Male,23,Caucasian,F,0,neg
2325,Male,67,African-American,M,4,pos
2326,Male,20,Caucasian,F,0,neg
2327,Female,39,Caucasian,F,4,neg
2328,Male,24,African-American,F,1,neg
2329,Male,23,Hispanic,F,0,pos
2330,Male,49,African-American,F,3,pos
2331,Male,31,African-American,F,7,neg
2332,Male,20,African-American,F,1,neg
2333,Male,28,Caucasian,M,0,pos
2334,Male,67,Caucasian,F,3,pos
2335,Male,33,Hispanic,F,0,pos
2336,Male,20,Hispanic,F,1,neg
2337,Male,40,Caucasian,F,4,pos
2338,Male,52,African-American,F,0,pos
2339,Male,45,African-American,F,17,neg
2340,Male,27,African-American,F,8,neg
2341,Male,22,Caucasian,F,1,pos
2342,Male,36,Caucasian,F,9,pos
2343,Male,40,Caucasian,M,0,neg
2344,Male,30,Caucasian,M,1,neg
2345,Male,42,African-American,F,1,pos
2346,Male,24,African-American,F,2,neg
2347,Male,46,Caucasian,F,4,pos
2348,Male,38,African-American,F,4,pos
2349,Male,39,Hispanic,F,2,neg
2350,Female,32,Hispanic,M,0,neg
2351,Male,26,Caucasian,M,0,pos
2352,Male,54,Caucasian,M,1,neg
2353,Male,27,Hispanic,F,2,pos
2354,Male,61,Caucasian,F,1,pos
2355,Male,51,African-American,M,1,neg
2356,Male,57,Caucasian,F,0,pos
2357,Male,24,Caucasian,M,3,neg
2358,Male,34,African-American,F,1,pos
2359,Male,27,Hispanic,F,1,pos
2360,Female,28,African-American,M,10,neg
2361,Male,35,African-American,M,10,neg
2362,Male,30,African-American,F,6,neg
2363,Male,53,Other,F,1,pos
2364,Male,44,African-American,F,0,pos
2365,Male,57,Caucasian,M,3,neg
2366,Male,61,Caucasian,F,10,pos
2367,Male,26,African-American,F,1,neg
2368,Male,48,African-American,F,10,neg
2369,Male,42,African-American,M,4,pos
2370,Male,38,Caucasian,F,10,neg
2371,Male,39,African-American,F,4,pos
2372,Female,53,Caucasian,M,0,pos
2373,Male,26,African-American,M,3,neg
2374,Male,22,African-American,F,1,neg
2375,Male,50,Caucasian,F,0,pos
2376,Male,44,Caucasian,M,16,pos
2377,Male,24,African-American,F,4,neg
2378,Male,21,African-American,F,0,neg
2379,Male,50,Caucasian,F,0,pos
2380,Female,36,Caucasian,M,0,pos
2381,Male,39,Caucasian,F,0,pos
2382,Female,24,African-American,F,2,pos
2383,Female,54,African-American,F,7,pos
2384,Male,29,African-American,M,0,pos
2385,Male,26,Caucasian,M,0,pos
2386,Male,41,African-American,F,3,neg
2387,Male,23,African-American,F,1,neg
2388,Male,34,Caucasian,M,0,pos
2389,Male,31,Caucasian,F,11,neg
2390,Male,20,African-American,F,0,pos
2391,Male,49,African-American,F,10,neg
2392,Male,26,African-American,F,4,neg
2393,Male,28,African-American,F,1,neg
2394,Male,26,African-American,F,0,pos
2395,Male,55,African-American,F,1,pos
2396,Male,22,African-American,M,0,pos
2397,Female,26,African-American,M,0,pos
2398,Male,56,Other,M,0,pos
2399,Male,66,Caucasian,F,1,pos
2400,Male,46,Other,F,2,pos
2401,Male,58,African-American,F,16,neg
2402,Male,28,African-American,F,4,pos
2403,Male,33,African-American,F,8,neg
2404,Female,31,African-American,M,0,pos
2405,Male,26,African-American,M,1,pos
2406,Male,35,African-American,M,4,pos
2407,Female,41,Caucasian,F,12,neg
2408,Male,34,Caucasian,M,0,pos
2409,Male,33,Other,F,0,pos
2410,Female,32,African-American,F,0,pos
2411,Male,37,African-American,F,9,neg
2412,Male,50,African-American,F,1,pos
2413,Male,35,Caucasian,F,1,pos
2414,Female,47,Caucasian,M,0,neg
2415,Female,52,African-American,F,8,pos
2416,Male,26,African-American,F,5,neg
2417,Male,36,African-American,M,1,neg
2418,Male,45,African-American,F,13,neg
2419,Male,19,Other,M,0,neg
2420,Male,41,African-American,F,8,neg
2421,Male,24,African-American,M,0,pos
2422,Male,21,African-American,F,1,neg
2423,Male,54,Caucasian,M,0,pos
2424,Male,49,Caucasian,F,0,pos
2425,Male,42,Caucasian,F,1,pos
2426,Male,21,African-American,F,1,neg
2427,Male,61,African-American,F,30,pos
2428,Male,46,Caucasian,F,5,neg
2429,Male,74,Caucasian,M,0,pos
2430,Female,38,Hispanic,F,0,pos
2431,Male,75,Caucasian,M,2,pos
2432,Female,39,African-American,F,1,pos
2433,Female,38,African-American,F,0,pos
2434,Male,19,African-American,F,1,neg
2435,Male,28,Caucasian,F,0,neg
2436,Male,53,African-American,F,2,pos
2437,Male,25,African-American,F,1,neg
2438,Male,53,Caucasian,M,1,pos
2439,Male,53,African-American,F,4,pos
2440,Male,23,African-American,F,2,pos
2441,Male,55,Caucasian,F,33,neg
2442,Female,64,Caucasian,F,1,pos
2443,Male,23,African-American,M,1,neg
2444,Male,38,Hispanic,M,1,pos
2445,Male,23,African-American,F,4,neg
2446,Female,41,Hispanic,F,0,pos
2447,Male,53,Other,M,0,pos
2448,Male,34,African-American,F,0,pos
2449,Male,24,Hispanic,F,0,neg
2450,Male,26,African-American,M,1,pos
2451,Male,44,Caucasian,F,4,pos
2452,Female,27,Caucasian,F,0,pos
2453,Male,28,Caucasian,F,14,pos
2454,Male,55,Caucasian,M,1,pos
2455,Female,22,African-American,F,2,pos
2456,Male,36,African-American,F,15,pos
2457,Male,29,African-American,F,6,neg
2458,Male,23,African-American,F,1,pos
2459,Male,56,African-American,M,1,pos
2460,Male,27,Caucasian,F,2,neg
2461,Male,37,Caucasian,M,1,pos
2462,Male,32,African-American,F,1,neg
2463,Male,41,African-American,M,18,neg
2464,Male,22,African-American,F,1,neg
2465,Male,37,Caucasian,F,1,neg
2466,Male,45,African-American,M,3,pos
2467,Female,31,African-American,F,14,pos
2468,Male,42,African-American,F,7,neg
2469,Male,26,African-American,F,20,neg
2470,Male,33,Caucasian,F,0,neg
2471,Male,22,Caucasian,M,0,neg
2472,Male,32,Caucasian,F,2,neg
2473,Female,36,African-American,M,1,pos
2474,Male,54,Caucasian,M,0,pos
2475,Male,25,African-American,F,5,neg
2476,Male,24,Caucasian,F,3,neg
2477,Male,23,Hispanic,M,0,pos
2478,Male,61,Caucasian,M,0,pos
2479,Female,42,Caucasian,M,0,pos
2480,Male,28,Caucasian,M,1,neg
2481,Male,27,African-American,M,1,pos
2482,Male,24,Caucasian,M,2,pos
2483,Male,33,African-American,F,14,pos
2484,Male,32,African-American,F,16,neg
2485,Male,38,Caucasian,F,0,pos
2486,Male,21,Caucasian,M,1,neg
2487,Male,27,African-American,F,1,neg
2488,Male,39,Caucasian,F,0,pos
2489,Male,29,Caucasian,F,0,pos
2490,Male,29,Caucasian,F,1,pos
2491,Male,65,Caucasian,F,6,pos
2492,Male,36,Caucasian,F,1,neg
2493,Male,46,African-American,F,0,neg
2494,Male,44,African-American,F,7,neg
2495,Male,27,African-American,M,0,pos
2496,Male,27,African-American,F,8,neg
2497,Male,61,Caucasian,M,0,pos
2498,Male,47,African-American,M,0,neg
2499,Male,27,African-American,M,1,pos
2500,Male,28,Caucasian,F,0,neg
2501,Female,31,Caucasian,M,1,neg
2502,Male,26,Caucasian,M,9,neg
2503,Male,53,African-American,F,2,neg
2504,Male,26,African-American,F,1,neg
2505,Male,25,African-American,F,2,pos
2506,Male,23,Other,M,5,neg
2507,Female,21,African-American,M,4,neg
2508,Male,23,African-American,M,1,pos
2509,Male,30,Other,M,3,pos
2510,Female,45,African-American,F,2,pos
2511,Male,27,African-American,M,2,neg
2512,Male,57,African-American,M,6,neg
2513,Male,44,Caucasian,F,8,neg
2514,Female,26,African-American,M,0,pos
2515,Male,21,Caucasian,F,0,neg
2516,Male,63,African-American,F,1,pos
2517,Female,62,Caucasian,M,0,pos
2518,Male,48,Caucasian,F,0,pos
2519,Male,53,African-American,M,1,pos
2520,Male,62,African-American,M,3,neg
2521,Male,28,African-American,F,5,pos
2522,Male,56,Caucasian,F,1,pos
2523,Male,35,Hispanic,F,2,pos
2524,Female,56,Hispanic,M,2,neg
2525,Male,22,African-American,F,2,neg
2526,Male,26,African-American,F,5,neg
2527,Male,35,African-American,M,4,pos
2528,Male,22,African-American,F,1,neg
2529,Male,60,Caucasian,M,3,pos
2530,Female,37,African-American,F,7,pos
2531,Female,32,African-American,F,0,pos
2532,Female,33,African-American,F,3,neg
2533,Male,38,Other,F,2,neg
2534,Male,53,Caucasian,M,0,pos
2535,Male,32,Caucasian,M,0,pos
2536,Male,26,Caucasian,M,0,pos
2537,Male,61,Caucasian,M,0,pos
2538,Male,21,African-American,M,0,pos
2539,Male,69,African-American,M,22,pos
2540,Male,26,African-American,M,0,pos
2541,Male,30,African-American,F,9,neg
2542,Male,21,Caucasian,F,1,pos
2543,Male,41,Caucasian,M,0,pos
2544,Male,45,African-American,F,0,neg
2545,Male,31,African-American,F,10,neg
2546,Male,22,Caucasian,F,0,pos
2547,Female,54,Caucasian,F,0,neg
2548,Male,50,Caucasian,M,2,neg
2549,Female,50,African-American,F,5,pos
2550,Male,37,Other,F,11,pos
2551,Female,21,African-American,F,0,neg
2552,Male,23,Hispanic,M,6,neg
2553,Male,30,Caucasian,F,0,neg
2554,Male,53,Caucasian,F,2,pos
2555,Male,30,African-American,F,11,neg
2556,Male,26,Caucasian,M,5,pos
2557,Female,30,African-American,F,1,neg
2558,Female,59,African-American,M,0,pos
2559,Male,29,African-American,F,13,neg
2560,Male,67,Hispanic,F,0,pos
2561,Male,30,Caucasian,F,13,neg
2562,Male,25,African-American,M,5,neg
2563,Male,45,Hispanic,F,8,pos
2564,Male,35,Caucasian,M,4,pos
2565,Male,22,African-American,F,0,neg
2566,Male,41,African-American,F,8,neg
2567,Male,46,Asian,F,3,neg
2568,Male,27,Other,M,0,pos
2569,Female,37,African-American,F,13,neg
2570,Male,22,African-American,F,0,neg
2571,Male,19,African-American,F,0,neg
2572,Male,45,Caucasian,M,2,pos
2573,Female,33,African-American,F,5,neg
2574,Male,52,African-American,F,7,neg
2575,Female,21,African-American,F,0,pos
2576,Male,43,African-American,M,6,neg
2577,Male,33,Caucasian,F,3,pos
2578,Male,26,African-American,F,3,neg
2579,Male,37,Caucasian,M,0,pos
2580,Male,38,African-American,F,1,neg
2581,Male,35,Hispanic,M,1,neg
2582,Male,27,African-American,F,1,neg
2583,Male,40,Other,F,1,pos
2584,Male,21,African-American,F,1,pos
2585,Male,38,Caucasian,F,3,neg
2586,Male,37,Caucasian,M,0,pos
2587,Male,24,Hispanic,M,1,pos
2588,Male,44,Caucasian,F,0,pos
2589,Male,30,African-American,F,0,pos
2590,Male,40,Hispanic,F,0,pos
2591,Male,49,Caucasian,F,1,pos
2592,Male,67,Caucasian,M,0,pos
2593,Male,59,African-American,F,14,neg
2594,Male,21,African-American,F,1,neg
2595,Male,31,Caucasian,M,6,pos
2596,Female,50,Caucasian,F,2,neg
2597,Male,30,African-American,F,7,pos
2598,Male,28,Caucasian,M,1,pos
2599,Male,48,African-American,F,7,neg
2600,Male,55,Caucasian,M,0,pos
2601,Female,24,Caucasian,F,1,pos
2602,Male,42,Caucasian,M,0,pos
2603,Male,34,African-American,M,0,neg
2604,Male,43,African-American,M,4,neg
2605,Male,44,African-American,F,0,pos
2606,Male,25,Caucasian,M,0,pos
2607,Male,29,Hispanic,F,17,neg
2608,Male,25,Caucasian,F,2,neg
2609,Female,32,African-American,M,0,neg
2610,Male,96,Hispanic,F,2,neg
2611,Male,35,African-American,M,10,neg
2612,Male,29,Hispanic,M,0,pos
2613,Male,27,Hispanic,F,8,neg
2614,Male,41,Hispanic,F,2,pos
2615,Male,31,Hispanic,M,0,pos
2616,Male,24,African-American,F,1,neg
2617,Male,34,African-American,F,0,neg
2618,Male,48,African-American,F,2,neg
2619,Male,41,African-American,F,1,pos
2620,Male,26,African-American,M,12,neg
2621,Male,42,African-American,F,0,neg
2622,Male,29,African-American,M,0,pos
2623,Male,26,Caucasian,M,0,pos
2624,Female,27,African-American,F,1,pos
2625,Male,35,Caucasian,M,4,pos
2626,Male,54,Caucasian,F,1,pos
2627,Male,24,African-American,M,3,neg
2628,Male,20,African-American,F,0,pos
2629,Male,27,Caucasian,F,0,pos
2630,Male,21,African-American,F,1,pos
2631,Male,27,Caucasian,M,7,neg
2632,Male,34,African-American,F,11,neg
2633,Male,27,Caucasian,F,4,pos
2634,Male,54,African-American,M,0,pos
2635,Male,29,Other,F,2,neg
